playerName_x,playerPrice,playerPos,playerClub,playerImg_x,TotalPoints,Goals,Assists,BallsRecov,match_name,score,playerName_y,Team,OverallRating,playerImgy,TeamImg,FlagImg,Nation,Pace,Shooting,Passing,Dribbling,Defending,Physicality
M. Reus,7.5,MID,DOR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250011791.jpg?v=4.07,22,1,1,10,Marco Reus,76,Marco Reus,Borussia Dortmund,83,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p188350.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/GQTDDz0ijHzyTASt7DvFm/55446801ef41d55533b82c26c1d1e56f/22.png,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Germany,655,831,831,85,53,632
Ferran Torres,7.5,FWD,BAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250088320.jpg?v=4.07,21,3,1,2,Ferran Torres,100,Ferran Torres,FC Barcelona,82,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p241461.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4OJIzFZkwqt9zviE8fTl6A/e20b4e9d5e3737b4cfcee2d7e9d03ce4/241.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,831,79,781,83,35,681
J. Brandt,7.5,MID,DOR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250046522.jpg?v=4.07,20,1,0,9,Julian Brandt,82,Julian Brandt,Borussia Dortmund,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p212194.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/GQTDDz0ijHzyTASt7DvFm/55446801ef41d55533b82c26c1d1e56f/22.png,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Germany,714,802,842,861,513,705
N. Füllkrug,7.5,FWD,DOR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250041844.jpg?v=4.07,18,1,1,1,Niclas Füllkrug,84,Niclas Füllkrug,Borussia Dortmund,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p205431.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/GQTDDz0ijHzyTASt7DvFm/55446801ef41d55533b82c26c1d1e56f/22.png,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Germany,621,837,708,744,404,784
E. Forsberg,7.5,MID,RBL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250013469.jpg?v=4.07,17,1,0,10,Emil Forsberg,85,Emil Forsberg,RB Leipzig,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p208448.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4JUfthPSJXlhOAcEl7Izgb/0577cc3edc3fedbfa511d6c6332b6e28/112172.png,https://images.ctfassets.net/rs6bgs1g8dbr/7vUEmhKkNiLDphHke6I06M/8f6b05ca7c6dea978d19a05d56dfc708/f_46.png,Sweden,656,73,821,821,361,611
F. Valverde,7.5,MID,RMA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250101284.jpg?v=4.07,15,0,0,15,Federico Valverde,86,Federico Valverde,Real Madrid,88,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p239053.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7ji8sU96bLJDrvUG9LhZfs/79c637e0af422fec5e4d76c513fbd0dd/243.png,https://images.ctfassets.net/rs6bgs1g8dbr/4fGYxsJVNmxNUml4L5DpGb/6ae8147d2d002a8a3db6a6100e58dd6d/f_60.png,Uruguay,881,828,845,845,802,822
André Silva,7.5,FWD,RSO,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250042521.jpg?v=4.07,0,0,0,0,André Silva,100,André Silva,Real Sociedad,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p228941.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3kY5i6htFsfl6nLjvzqRaM/7179d55f421f6776dd54d66a985b07f8/457.png,https://images.ctfassets.net/rs6bgs1g8dbr/2lrwEhKVgf1yqaNPErE17U/827ef25bd1820ad5c65b278a021e9d86/f_38.png,Portugal,74,803,70,811,461,771
Alexis Sánchez,7.4,FWD,INT,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250003528.jpg?v=4.07,18,2,0,5,Jorge Sánchez,64,Jorge Sánchez,FC Porto,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p233493.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7e1BdoHLY0BxzU1Y9t2NZ9/e83ac2aecea93bbad781d7abf69a1c8b/236.png,https://images.ctfassets.net/rs6bgs1g8dbr/4SXza6FuE6T6dXI56PJZhS/4877162c8da581da419842f606fd2cad/f_83.png,Mexico,848,50,631,723,701,783
B. Šeško,7.4,FWD,RBL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250127111.jpg?v=4.07,17,2,0,4,Benjamin Šeško,86,Benjamin Šeško,RB Leipzig,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p260592.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4JUfthPSJXlhOAcEl7Izgb/0577cc3edc3fedbfa511d6c6332b6e28/112172.png,https://images.ctfassets.net/rs6bgs1g8dbr/29GBdG097LzE0BZ6AvKmQq/e2c75531658f4ca40974e596e478bbaf/f_44.png,Slovenia,811,744,60,734,42,773
L. Yamal,7.4,MID,BAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250176450.jpg?v=4.07,14,0,1,15,Donyell Malen,61,Donyell Malen,Borussia Dortmund,82,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p231447.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/GQTDDz0ijHzyTASt7DvFm/55446801ef41d55533b82c26c1d1e56f/22.png,https://images.ctfassets.net/rs6bgs1g8dbr/4uNbG6XOZIntXSyvoqzfAN/611b3238ff441ce8440cc7643632fa0f/f_34.png,Holland,891,802,731,852,35,73
G. Raspadori,7.4,FWD,NAP,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250105617.jpg?v=4.07,11,1,0,2,Giacomo Raspadori,86,Giacomo Raspadori,Napoli FC,79,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p253002.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/40PGLIPk7e71KQC6Sl1q7H/87a8e32ef6de16632b0bf74af3b3b833/116365.png,https://images.ctfassets.net/rs6bgs1g8dbr/EHrJWMzTNIVkWKssiD4Oc/366d836ba975be3d6abf7d3ffdebbb3f/f_27.png,Italy,81,78,68,81,27,591
D. Malen,7.4,FWD,DOR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250081555.jpg?v=4.07,11,0,0,1,Donyell Malen,86,Donyell Malen,Borussia Dortmund,82,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p231447.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/GQTDDz0ijHzyTASt7DvFm/55446801ef41d55533b82c26c1d1e56f/22.png,https://images.ctfassets.net/rs6bgs1g8dbr/4uNbG6XOZIntXSyvoqzfAN/611b3238ff441ce8440cc7643632fa0f/f_34.png,Holland,891,802,731,852,35,73
M. Depay,7.4,FWD,ATM,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250024860.jpg?v=4.07,2,0,0,0,Memphis Depay,86,Memphis Depay,Atlético de Madrid,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p202556.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/452jAa9UhkaM3gXX81Roqk/ec88e48a2b43d5e7a3fef6a38c96c16f/240.png,https://images.ctfassets.net/rs6bgs1g8dbr/4uNbG6XOZIntXSyvoqzfAN/611b3238ff441ce8440cc7643632fa0f/f_34.png,Holland,821,822,811,851,30,801
Joselu,7.3,FWD,RMA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250005193.jpg?v=4.07,22,3,0,2,Joselu,100,Joselu,Real Madrid,82,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p173608.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7ji8sU96bLJDrvUG9LhZfs/79c637e0af422fec5e4d76c513fbd0dd/243.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,633,843,69,741,332,774
I. Saibari,7.3,FWD,PSV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250134320.jpg?v=4.07,15,1,0,6,Ismael Saibari,84,Ismael Saibari,PSV,70,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p259480.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5C7ugikXTsPFTElZkD3xAU/9da6a26432b668026acab4f8ac88c89e/247.png,https://images.ctfassets.net/rs6bgs1g8dbr/4kTHwfowcZeRRz76jN9tVp/1fc175d30b183bea985d1d3e728a6750/f_129.png,Morocco,76,653,663,733,432,724
Á. Correa,7.3,FWD,ATM,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250086315.jpg?v=4.07,8,0,0,8,Ángel Correa,90,Ángel Correa,Atlético de Madrid,82,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p214997.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/452jAa9UhkaM3gXX81Roqk/ec88e48a2b43d5e7a3fef6a38c96c16f/240.png,https://images.ctfassets.net/rs6bgs1g8dbr/2WDsnQSFUeeDtN5E5VaRtQ/fd880af45fc99e56aac677d6bf583d77/f_52.png,Argentina,85,84,77,861,50,751
Evanilson,7.2,FWD,POR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250145251.jpg?v=4.07,31,4,1,5,Evanilson,100,Evanilson,FC Porto,78,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p256612.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7e1BdoHLY0BxzU1Y9t2NZ9/e83ac2aecea93bbad781d7abf69a1c8b/236.png,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,Brazil,74,76,63,76,25,72
J. Álvarez,7.2,FWD,MCI,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250172668.jpg?v=4.07,25,4,1,1,Julián Álvarez,82,Julián Álvarez,Manchester City,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p246191.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/hn2H64k3KVpJ3Wqpyleus/2d33f6e09f42515c20dd2a70600a3c26/10.png,https://images.ctfassets.net/rs6bgs1g8dbr/2WDsnQSFUeeDtN5E5VaRtQ/fd880af45fc99e56aac677d6bf583d77/f_52.png,Argentina,793,811,76,83,55,761
M. Politano,7.2,FWD,NAP,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250050381.jpg?v=4.07,23,1,1,14,Matteo Politano,85,Matteo Politano,Napoli FC,81,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p216409.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/40PGLIPk7e71KQC6Sl1q7H/87a8e32ef6de16632b0bf74af3b3b833/116365.png,https://images.ctfassets.net/rs6bgs1g8dbr/EHrJWMzTNIVkWKssiD4Oc/366d836ba975be3d6abf7d3ffdebbb3f/f_27.png,Italy,83,77,78,84,42,55
G. Simeone,7.2,FWD,NAP,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250176138.jpg?v=4.07,8,1,0,3,Giovanni Simeone,86,Giovanni Simeone,Napoli FC,78,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p216816.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/40PGLIPk7e71KQC6Sl1q7H/87a8e32ef6de16632b0bf74af3b3b833/116365.png,https://images.ctfassets.net/rs6bgs1g8dbr/2WDsnQSFUeeDtN5E5VaRtQ/fd880af45fc99e56aac677d6bf583d77/f_52.png,Argentina,752,79,64,75,41,751
E. Choupo-Moting,7.2,FWD,BAY,https://img.uefa.com/imgml/TP/players/1/2024/75x75/1904338.jpg?v=4.07,3,0,0,0,Eric Maxim Choupo-Moting,86,Eric Maxim Choupo-Moting,FC Bayern München,78,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p183569.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/1Uh6FbAG5LLX0OdAnHi84E/ed4e33b98ac5d03b2adad5a4e2efb777/21.png,https://images.ctfassets.net/rs6bgs1g8dbr/5z3Z9TA0nm5WhrAlvaXt4B/16251307062edd2d68e511481aeb823f/f_103.png,Cameroon,641,774,691,791,38,701
M. Merino,7.1,MID,RSO,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250080572.jpg?v=4.07,27,1,1,31,Mikel Merino,82,Mikel Merino,Real Sociedad,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p225193.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3kY5i6htFsfl6nLjvzqRaM/7179d55f421f6776dd54d66a985b07f8/457.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,721,78,821,82,831,821
H. Çalhanoğlu,7.1,MID,INT,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250022829.jpg?v=4.07,26,1,0,28,Hakan Çalhanoğlu,86,Hakan Çalhanoğlu,Inter,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p208128.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3P2xBSe9ichAyoiP8uzR7t/271e45d5b480a9ec7d42200e85677d79/44.png,https://images.ctfassets.net/rs6bgs1g8dbr/1ySnbOdpioMQcxuDCCSktU/a77b2136ae4a635a6eae9888e1af1aa1/f_48.png,Turkey,67,80,861,851,702,662
D. Gonçalves,7.0,MID,CPH,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250076224.jpg?v=4.07,29,2,1,10,Diogo Gonçalves,85,Diogo Gonçalves,F.C. København,73,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p231390.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5arj6cDpzcsjwIUJdGhB71/bde4e5b15371be5cda30b071aeaa7895/819.png,https://images.ctfassets.net/rs6bgs1g8dbr/2lrwEhKVgf1yqaNPErE17U/827ef25bd1820ad5c65b278a021e9d86/f_38.png,Portugal,822,711,682,741,616,692
K. Havertz,7.0,FWD,ARS,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250087938.jpg?v=4.07,18,1,0,15,Kai Havertz,86,Kai Havertz,Arsenal,82,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p235790.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/RrovHfxo1AFm2Fsfl50kN/1b45151487917b5375e2698abbce260a/1.png,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Germany,783,79,79,831,45,682
H. Mkhitaryan,7.0,MID,INT,https://img.uefa.com/imgml/TP/players/1/2024/75x75/98023.jpg?v=4.07,16,0,1,16,Henrikh Mkhitaryan,86,Henrikh Mkhitaryan,Inter,81,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p192883.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3P2xBSe9ichAyoiP8uzR7t/271e45d5b480a9ec7d42200e85677d79/44.png,https://images.ctfassets.net/rs6bgs1g8dbr/5eCsdRmotFJLJo811f0Off/6c5b2672b6a25c9aaeea6c53d6f538c5/f_3.png,Armenia,784,79,791,83,56,72
J. Veerman,7.0,MID,PSV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250105890.jpg?v=4.07,15,0,0,19,Joey Veerman,84,Joey Veerman,PSV,78,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p253109.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5C7ugikXTsPFTElZkD3xAU/9da6a26432b668026acab4f8ac88c89e/247.png,https://images.ctfassets.net/rs6bgs1g8dbr/4uNbG6XOZIntXSyvoqzfAN/611b3238ff441ce8440cc7643632fa0f/f_34.png,Holland,607,691,832,762,614,773
N. Barella,7.0,MID,INT,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250066739.jpg?v=4.07,11,0,0,14,Nicolò Barella,84,Nicolò Barella,Inter,86,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p224232.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3P2xBSe9ichAyoiP8uzR7t/271e45d5b480a9ec7d42200e85677d79/44.png,https://images.ctfassets.net/rs6bgs1g8dbr/EHrJWMzTNIVkWKssiD4Oc/366d836ba975be3d6abf7d3ffdebbb3f/f_27.png,Italy,781,782,821,851,781,801
N. Lang,7.0,FWD,PSV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250091165.jpg?v=4.07,7,0,0,2,Noa Lang,82,Noa Lang,PSV,78,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p239380.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5C7ugikXTsPFTElZkD3xAU/9da6a26432b668026acab4f8ac88c89e/247.png,https://images.ctfassets.net/rs6bgs1g8dbr/4uNbG6XOZIntXSyvoqzfAN/611b3238ff441ce8440cc7643632fa0f/f_34.png,Holland,842,73,711,841,50,692
D. Olmo,7.0,MID,RBL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250081720.jpg?v=4.07,6,1,0,0,Sabrina D'Angelo,86,Sabrina D'Angelo,Arsenal,76,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p235593.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/2nVvSUeSYjRpb3yreQesys/ad1971121cb8ce17023425f79e42b0b9/116009.png,https://images.ctfassets.net/rs6bgs1g8dbr/47dRsBymvMr3YATwWSnlhV/672e421a8434492fca2ee84bd02f570e/f_70.png,Canada,74,76,75,76,46,74
B. Méndez,6.9,MID,RSO,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250068974.jpg?v=4.07,39,3,1,14,Brais Méndez,79,Brais Méndez,Real Sociedad,81,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p235944.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3kY5i6htFsfl6nLjvzqRaM/7179d55f421f6776dd54d66a985b07f8/457.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,712,807,825,816,659,739
X. Simons,6.9,MID,RBL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250128451.jpg?v=4.07,33,2,2,10,Xavi Simons,82,Xavi Simons,RB Leipzig,79,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p245367.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4JUfthPSJXlhOAcEl7Izgb/0577cc3edc3fedbfa511d6c6332b6e28/112172.png,https://images.ctfassets.net/rs6bgs1g8dbr/4uNbG6XOZIntXSyvoqzfAN/611b3238ff441ce8440cc7643632fa0f/f_34.png,Holland,8710,7310,765,836,616,7411
J. Doku,6.9,MID,MCI,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250113142.jpg?v=4.07,14,1,1,3,Jérémy Doku,76,Jérémy Doku,Manchester City,77,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p246420.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/hn2H64k3KVpJ3Wqpyleus/2d33f6e09f42515c20dd2a70600a3c26/10.png,https://images.ctfassets.net/rs6bgs1g8dbr/285bLwP3RuTmDmniPEqYn8/8fa66478d339a776a696563fcd3e2005/f_7.png,Belgium,91,672,682,822,25,651
M. Zaccagni,6.9,FWD,LAZ,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250150875.jpg?v=4.07,13,0,0,16,Mattia Zaccagni,85,Mattia Zaccagni,Latium,82,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p220502.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3bAH16oyMK2cTl3Vpf29Z5/7fc0c85c8544ed967ec2509d169a51e3/115841.png,https://images.ctfassets.net/rs6bgs1g8dbr/EHrJWMzTNIVkWKssiD4Oc/366d836ba975be3d6abf7d3ffdebbb3f/f_27.png,Italy,875,774,74,885,57,673
Pedri,6.9,MID,BAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250143693.jpg?v=4.07,8,0,1,6,Pedri,100,Pedri,FC Barcelona,86,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p251854.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4OJIzFZkwqt9zviE8fTl6A/e20b4e9d5e3737b4cfcee2d7e9d03ce4/241.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,781,692,821,881,702,741
L. Modrić,6.9,MID,RMA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/74699.jpg?v=4.07,8,0,0,5,Luka Modrić,82,Luka Modrić,Real Madrid,87,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p177003.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7ji8sU96bLJDrvUG9LhZfs/79c637e0af422fec5e4d76c513fbd0dd/243.png,https://images.ctfassets.net/rs6bgs1g8dbr/14fF2K15SAGhgRD8gv1hCs/4115961b1636a5aacb8b8ff0057e0688/f_10.png,Croatia,721,76,89,871,72,66
Galeno,6.8,MID,POR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250121327.jpg?v=4.07,51,4,4,11,Galeno,100,Galeno,FC Porto,78,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p239482.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7e1BdoHLY0BxzU1Y9t2NZ9/e83ac2aecea93bbad781d7abf69a1c8b/236.png,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,Brazil,922,764,671,82,386,682
M. Elyounoussi,6.8,MID,CPH,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250055967.jpg?v=4.07,32,2,0,21,Mohamed Elyounoussi,87,Mohamed Elyounoussi,F.C. København,73,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p203362.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5arj6cDpzcsjwIUJdGhB71/bde4e5b15371be5cda30b071aeaa7895/819.png,https://images.ctfassets.net/rs6bgs1g8dbr/2oqGDALzThEx7wBBMbyIqE/759a715ed2bf7146304a0736ede94430/f_36.png,Norway,716,704,692,762,55,691
D. Kamada,6.8,MID,LAZ,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250132313.jpg?v=4.07,10,0,0,11,Sabrina D'Angelo,86,Sabrina D'Angelo,Arsenal,76,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p235593.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/2nVvSUeSYjRpb3yreQesys/ad1971121cb8ce17023425f79e42b0b9/116009.png,https://images.ctfassets.net/rs6bgs1g8dbr/47dRsBymvMr3YATwWSnlhV/672e421a8434492fca2ee84bd02f570e/f_70.png,Canada,74,76,75,76,46,74
T. Castellanos,6.8,FWD,LAZ,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250187694.jpg?v=4.07,6,0,0,3,Deyna Castellanos,87,Deyna Castellanos,Manchester City,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p268303.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/1jvffbZxBKNqAaDMGf80Rm/e9c1794885ea8e5a7dfd33e493fa0617/116017.png,https://images.ctfassets.net/rs6bgs1g8dbr/6pfSJoxoHhrE09if4JAair/4ac57f9305edf25390ff58d81f269637/f_61.png,Venezuela,74,83,77,83,55,70
F. De Jong,6.8,MID,BAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250084709.jpg?v=4.07,3,0,0,7,Kevin De Bruyne,86,Kevin De Bruyne,Manchester City,91,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p192985.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/hn2H64k3KVpJ3Wqpyleus/2d33f6e09f42515c20dd2a70600a3c26/10.png,https://images.ctfassets.net/rs6bgs1g8dbr/285bLwP3RuTmDmniPEqYn8/8fa66478d339a776a696563fcd3e2005/f_7.png,Belgium,722,88,941,87,651,781
G. Reyna,6.8,MID,DOR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250134661.jpg?v=4.07,2,0,0,0,Giovanni Reyna,86,Giovanni Reyna,Borussia Dortmund,78,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p245541.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/GQTDDz0ijHzyTASt7DvFm/55446801ef41d55533b82c26c1d1e56f/22.png,https://images.ctfassets.net/rs6bgs1g8dbr/5cf40Cv4RRYt6T3ArGJOR1/aec9f45e482b9e325eab179be6a66963/f_95.png,United States,771,732,74,82,371,701
